OBS,HOUSEHOLDID,HEINZ,HUNTS,PRICEHEINZ,PRICEHUNTS,DISPLAYHEINZ,DISPLAYHUNTS,FEATUREHEINZ,FEATUREHUNTS
513,55,1,0,0.032000002,0.037,0,0,0,0
514,55,1,0,0.035,0.029999999,0,0,0,0
515,55,1,0,0.029999999,0.029999999,1,0,0,0
516,55,1,0,0.034000002,0.030999999,0,0,0,0
517,55,1,0,0.037,0.028000001,0,0,0,0
518,55,1,0,0.037,0.037,0,0,0,0
519,56,1,0,0.022,0.034000002,0,0,0,0
520,56,1,0,0.029999999,0.028000001,0,0,1,0
521,56,1,0,0.028000001,0.030999999,0,0,1,0
522,56,1,0,0.030999999,0.030999999,1,0,0,0
523,56,1,0,0.030999999,0.034000002,0,0,0,0
524,56,0,1,0.041666666,0.034000002,1,0,0,0
525,56,1,0,0.035,0.034000002,0,0,0,0
526,56,0,1,0.045666667,0.017999999,0,0,0,0
527,56,1,0,0.021,0.034000002,0,0,0,0
528,56,0,1,0.041,0.028000001,0,0,0,0
529,57,1,0,0.034000002,0.028000001,0,1,0,0
530,57,1,0,0.050000001,0.028000001,0,0,1,0
531,57,1,0,0.021,0.028000001,0,0,0,0
532,57,0,1,0.039333335,0.030999999,0,0,0,0
533,57,0,1,0.039333335,0.030999999,0,0,0,0
534,57,0,1,0.039666667,0.034000002,0,0,0,0
535,57,1,0,0.030999999,0.034000002,1,0,0,0
536,57,1,0,0.034000002,0.030999999,0,0,0,0
537,57,1,0,0.041999999,0.034000002,1,0,0,0
538,57,0,1,0.041333334,0.028000001,0,0,0,0
539,57,1,0,0.043000001,0.034000002,0,0,0,0
540,58,1,0,0.034000002,0.030999999,0,0,0,0
541,58,1,0,0.052000001,0.037,0,0,0,0
542,58,1,0,0.050000001,0.028000001,0,0,0,0
543,58,1,0,0.037999999,0.035,0,0,1,0
544,58,1,0,0.041000001,0.035,0,0,0,0
545,58,1,0,0.041999999,0.030999999,0,0,0,0
546,58,1,0,0.041999999,0.028000001,1,0,0,0
547,58,1,0,0.044,0.034000002,0,0,0,0
548,58,1,0,0.044,0.034000002,1,0,0,0
549,59,1,0,0.050000001,0.028000001,0,0,0,0
550,59,1,0,0.045000002,0.035,0,0,0,0
551,59,1,0,0.052999999,0.028999999,0,0,0,0
552,59,1,0,0.035999998,0.035,0,0,0,0
553,59,1,0,0.050000001,0.029999999,0,0,0,0
554,59,1,0,0.050999999,0.037,0,0,0,0
555,59,1,0,0.046,0.037,0,0,1,0
556,59,1,0,0.043000001,0.037,0,0,0,0
557,60,1,0,0.030999999,0.035,0,0,1,0
558,60,0,1,0.034,0.028000001,0,0,0,0
559,60,1,0,0.034000002,0.030999999,0,0,1,0
560,60,1,0,0.029999999,0.035,0,0,1,0
561,60,1,0,0.029999999,0.039999999,0,0,0,0
562,60,1,0,0.041000001,0.039999999,0,0,0,0
563,60,1,0,0.043000001,0.041999999,0,0,0,0
564,61,1,0,0.037,0.034000002,0,0,0,0
565,61,1,0,0.034000002,0.030999999,0,0,0,0
566,61,1,0,0.045000002,0.035,0,1,1,0
567,61,1,0,0.034000002,0.030999999,0,0,0,0
568,61,1,0,0.041000001,0.035,0,0,0,0
569,61,1,0,0.034000002,0.030999999,0,0,0,0
570,61,1,0,0.043000001,0.034000002,0,0,0,0
571,61,1,0,0.035,0.034000002,1,0,0,0
572,62,1,0,0.037,0.039999999,0,0,0,0
573,62,1,0,0.028000001,0.034000002,0,0,0,0
574,62,1,0,0.030999999,0.037,1,0,0,0
575,62,1,0,0.028000001,0.029999999,1,0,0,0
576,62,1,0,0.034000002,0.029999999,0,0,0,0
577,62,1,0,0.023,0.032000002,1,0,0,0
578,62,1,0,0.041999999,0.030999999,0,0,0,0
579,62,1,0,0.030999999,0.032000002,1,0,0,0
580,62,1,0,0.039000001,0.037,1,0,0,0
581,62,1,0,0.022,0.033,0,0,0,0
582,62,1,0,0.037,0.037,1,0,0,0
583,63,1,0,0.022,0.034000002,0,0,0,0
584,63,1,0,0.029999999,0.028000001,0,0,0,0
585,63,0,1,0.039333335,0.028000001,0,0,0,0
586,63,0,1,0.036000001,0.028000001,1,0,0,0
587,63,1,0,0.037999999,0.034000002,1,0,0,0
588,63,0,1,0.040666667,0.034000002,0,0,0,0
589,63,0,1,0.041666668,0.028000001,0,0,0,0
590,64,1,0,0.032000002,0.034000002,0,0,0,0
591,64,1,0,0.022,0.030999999,0,0,0,0
592,64,1,0,0.017999999,0.034000002,0,0,0,0
593,64,1,0,0.030999999,0.037,0,0,0,0
594,64,1,0,0.028000001,0.037,0,0,0,0
595,64,1,0,0.030999999,0.034000002,0,0,1,0
596,64,1,0,0.022,0.029999999,0,0,0,0
597,64,1,0,0.030999999,0.028000001,0,0,0,0
598,64,1,0,0.030999999,0.028000001,0,0,0,0
599,64,1,0,0.030999999,0.028000001,1,0,0,0
600,64,1,0,0.039000001,0.037,0,0,0,1
601,64,1,0,0.030999999,0.034000002,1,0,0,0
602,64,1,0,0.034000002,0.034000002,0,0,0,0
603,64,1,0,0.041999999,0.034000002,1,0,0,0
604,64,1,0,0.021,0.034000002,0,0,0,0
605,64,1,0,0.041999999,0.041999999,1,0,0,0
606,64,1,0,0.022,0.034000002,0,0,0,0
607,64,1,0,0.034000002,0.041000001,0,0,0,0
608,65,1,0,0.029999999,0.035,0,0,0,0
609,65,1,0,0.030999999,0.032000002,1,0,0,0
610,65,1,0,0.012,0.035,0,0,1,0
611,65,1,0,0.035,0.028999999,0,0,0,0
612,65,1,0,0.015,0.035,0,0,1,0
613,65,1,0,0.037,0.034000002,0,0,0,0
614,65,1,0,0.041999999,0.041999999,1,0,0,0
615,65,1,0,0.037,0.028000001,0,0,0,0
616,66,1,0,0.034000002,0.046999998,0,0,0,0
617,66,1,0,0.030999999,0.035999998,0,0,0,0
618,66,1,0,0.027000001,0.035999998,1,0,0,1
619,66,1,0,0.034000002,0.030999999,0,0,0,0
620,66,0,1,0.039,0.035,0,0,0,0
621,66,1,0,0.027000001,0.035,0,0,1,0
622,66,1,0,0.030999999,0.035,1,0,0,0
623,67,0,1,0.043333334,0.028999999,0,0,0,0
624,67,0,1,0.042666667,0.030999999,0,0,0,0
625,67,0,1,0.040333334,0.017000001,1,0,0,0
626,67,0,1,0.043000002,0.028000001,0,1,0,0
627,67,0,1,0.045666667,0.021,0,0,0,0
628,68,1,0,0.050000001,0.035999998,0,0,0,1
629,68,1,0,0.043000001,0.030999999,0,0,0,0
630,68,1,0,0.046,0.035,0,0,1,0
631,68,1,0,0.050000001,0.035,0,0,1,0
632,68,1,0,0.041999999,0.035,0,0,1,0
633,68,1,0,0.021,0.034000002,0,0,0,0
634,69,0,1,0.045,0.034000002,0,0,0,0
635,69,0,1,0.043333333,0.034000002,0,0,0,0
636,69,0,1,0.040333334,0.029999999,0,0,0,0
637,69,1,0,0.039000001,0.030999999,0,0,0,0
638,69,0,1,0.043666667,0.030999999,0,0,0,0
639,69,0,1,0.044666668,0.034000002,0,0,0,0
640,69,0,1,0.045666667,0.025,0,0,0,0
641,69,0,1,0.045666667,0.037,0,0,0,0
642,70,1,0,0.017000001,0.035999998,0,0,0,1
643,70,1,0,0.017000001,0.035999998,0,0,0,1
644,70,1,0,0.017000001,0.035999998,0,0,0,1
645,70,1,0,0.012,0.035,0,0,1,0
646,70,1,0,0.012,0.035,0,0,1,0
647,70,1,0,0.012,0.035,0,0,1,0
648,70,0,1,0.041666668,0.034000002,0,0,0,0
649,70,0,1,0.045666667,0.025,0,0,0,0
650,70,1,0,0.015,0.035,0,0,1,0
651,70,1,0,0.015,0.035,0,0,0,0
652,70,1,0,0.021,0.034000002,0,0,0,0
653,70,1,0,0.017999999,0.041999999,0,0,0,0
654,70,1,0,0.017999999,0.041999999,0,0,0,0
655,71,1,0,0.028000001,0.035,0,0,0,0
656,71,1,0,0.025,0.039000001,0,0,0,0
657,71,1,0,0.012,0.029999999,0,0,0,0
658,71,1,0,0.028000001,0.030999999,0,0,1,0
659,71,1,0,0.028000001,0.030999999,0,0,1,0
660,71,1,0,0.046999998,0.030999999,1,0,0,0
661,71,1,0,0.030999999,0.034000002,1,0,0,0
662,71,1,0,0.030999999,0.030999999,0,0,0,0
663,71,1,0,0.035,0.034000002,0,0,0,0
664,71,1,0,0.037,0.028000001,0,1,0,0
665,71,1,0,0.041999999,0.037,0,0,0,0
666,71,1,0,0.030999999,0.037,1,0,0,0
667,71,1,0,0.035999998,0.037,1,0,0,0
668,71,1,0,0.037,0.028000001,0,0,0,0
669,72,1,0,0.025,0.030999999,0,0,0,0
670,72,1,0,0.028000001,0.029999999,0,0,0,0
671,72,1,0,0.034000002,0.030999999,0,0,0,0
672,72,1,0,0.030999999,0.030999999,1,0,0,0
673,72,1,0,0.021,0.034000002,0,0,0,0
674,72,1,0,0.022,0.033,0,0,0,0
675,73,1,0,0.028000001,0.035999998,0,0,0,0
676,73,0,1,0.039333333,0.028000001,0,0,0,0
677,73,1,0,0.029999999,0.028000001,0,0,1,0
678,73,1,0,0.034000002,0.030999999,0,0,0,0
679,73,1,0,0.030999999,0.030999999,0,0,0,0
680,74,1,0,0.028000001,0.035999998,0,0,0,0
681,74,1,0,0.017000001,0.033,0,0,0,0
682,74,1,0,0.046,0.028999999,0,0,0,0
683,74,0,1,0.042000001,0.037,0,0,0,0
684,74,1,0,0.037,0.041999999,1,0,0,0
685,75,0,1,0.044333332,0.027000001,0,0,0,0
686,75,1,0,0.017999999,0.037,0,0,0,0
687,75,0,1,0.041666668,0.033,1,0,0,1
688,75,1,0,0.021,0.028000001,0,0,0,0
689,75,1,0,0.034000002,0.028000001,0,0,0,0
690,76,1,0,0.022,0.034000002,0,0,0,0
691,76,1,0,0.022,0.030999999,0,0,0,0
692,76,0,1,0.038333333,0.028000001,0,1,0,0
693,76,1,0,0.023,0.030999999,1,0,0,0
694,76,1,0,0.041999999,0.030999999,1,0,0,0
695,76,1,0,0.021,0.030999999,0,0,0,0
696,77,1,0,0.030999999,0.037,0,0,0,0
697,77,1,0,0.021,0.028000001,0,0,0,0
698,77,1,0,0.026000001,0.030999999,1,0,0,0
699,77,1,0,0.028000001,0.030999999,0,0,0,0
700,77,1,0,0.021,0.034000002,0,0,0,0
701,77,0,1,0.045333333,0.028000001,0,0,0,0
702,77,1,0,0.022,0.034000002,0,0,0,0
703,78,1,0,0.028999999,0.037,0,0,0,0
704,78,1,0,0.034000002,0.030999999,0,0,0,0
705,78,1,0,0.034000002,0.035,0,0,0,0
706,78,1,0,0.045000002,0.032000002,0,0,0,0
707,78,1,0,0.041999999,0.037,0,0,0,0
708,78,1,0,0.050999999,0.037,0,0,0,0
709,78,1,0,0.046,0.037,1,0,0,0
710,78,1,0,0.043000001,0.037,0,0,0,0
711,79,1,0,0.030999999,0.035,0,0,1,0
712,79,1,0,0.037999999,0.029999999,0,0,0,0
713,79,1,0,0.034000002,0.030999999,1,0,0,0
714,79,1,0,0.039000001,0.033,0,0,0,0
715,79,1,0,0.032000002,0.037,1,0,0,0
716,79,0,1,0.041333334,0.028000001,0,0,0,0
717,80,1,0,0.028000001,0.035999998,0,0,0,0
718,80,1,0,0.030999999,0.037,0,0,0,0
719,80,1,0,0.028000001,0.030999999,0,0,1,0
720,80,1,0,0.021,0.034000002,0,0,1,0
721,80,1,0,0.021,0.034000002,0,0,0,0
722,80,1,0,0.021,0.034000002,0,0,0,0
723,81,1,0,0.037,0.034000002,0,0,0,0
724,81,1,0,0.034000002,0.028999999,0,0,0,0
725,81,1,0,0.034000002,0.030999999,0,0,0,0
726,81,1,0,0.043000001,0.030999999,1,0,0,0
727,81,1,0,0.034000002,0.030999999,0,0,0,0
728,82,1,0,0.041999999,0.034000002,0,0,0,0
729,82,1,0,0.022,0.034000002,0,0,0,0
730,82,1,0,0.017999999,0.034000002,1,0,0,0
731,82,1,0,0.034000002,0.028000001,1,0,0,0
732,82,1,0,0.021,0.028000001,0,0,0,0
733,82,1,0,0.021,0.035,0,0,1,0
734,82,1,0,0.034000002,0.030999999,0,0,0,0
735,82,1,0,0.034000002,0.030999999,1,0,0,0
736,82,1,0,0.021,0.030999999,0,0,0,0
737,82,1,0,0.045000002,0.041999999,0,0,1,0
738,82,1,0,0.043000001,0.034000002,0,0,0,0
739,82,1,0,0.017999999,0.041999999,0,0,0,0
740,82,1,0,0.044,0.034000002,0,0,0,0
741,83,1,0,0.050000001,0.030999999,0,0,0,0
742,83,1,0,0.034000002,0.028000001,0,0,0,0
743,83,1,0,0.034000002,0.028999999,0,0,0,0
744,83,0,1,0.041666668,0.034000002,0,0,0,0
745,83,1,0,0.022,0.034000002,0,0,0,0
746,84,1,0,0.045000002,0.035,0,0,0,0
747,84,1,0,0.045000002,0.035,0,0,1,0
748,84,1,0,0.050999999,0.030999999,0,0,0,1
749,84,1,0,0.046999998,0.030999999,0,0,0,0
750,84,0,1,0.044666668,0.034000002,0,0,0,0
751,85,1,0,0.030999999,0.034000002,1,0,0,0
752,85,0,1,0.038333334,0.025,0,0,0,0
753,85,1,0,0.037,0.034000002,0,0,0,0
754,85,1,0,0.037,0.028000001,0,1,0,0
755,85,1,0,0.035999998,0.037,0,0,0,0
756,86,0,1,0.043333334,0.028999999,0,0,0,0
757,86,0,1,0.043333334,0.034000002,0,0,0,0
758,86,0,1,0.041666668,0.028000001,0,0,1,0
759,86,1,0,0.028000001,0.037,0,0,0,0
760,86,1,0,0.039000001,0.034000002,1,0,0,0
761,86,1,0,0.041999999,0.034000002,0,0,1,0
762,86,0,1,0.042333333,0.029999999,0,0,1,0
763,86,1,0,0.035,0.029999999,0,0,0,0
764,86,1,0,0.034000002,0.030999999,0,0,0,0
765,87,0,1,0.043333334,0.037,0,0,0,0
766,87,0,1,0.042000001,0.030999999,0,0,0,0
767,87,1,0,0.021,0.028000001,0,0,0,0
768,87,0,1,0.041666666,0.030999999,0,0,0,0
769,87,1,0,0.030999999,0.030999999,1,0,0,0
770,87,0,1,0.037666667,0.030999999,0,0,0,0
771,87,1,0,0.021,0.030999999,0,0,0,0
772,87,0,1,0.040333333,0.028000001,0,0,0,1
773,87,0,1,0.040333333,0.034000002,0,0,0,0
774,88,1,0,0.030999999,0.034000002,1,0,0,0
775,88,1,0,0.039000001,0.034000002,1,0,0,0
776,88,1,0,0.028000001,0.029999999,0,0,0,0
777,88,1,0,0.034000002,0.030999999,0,0,0,0
778,88,1,0,0.050999999,0.037,0,0,0,0
779,88,1,0,0.037,0.037,0,0,0,0
780,88,1,0,0.052000001,0.037,0,0,1,0
781,89,1,0,0.027000001,0.039000001,0,0,0,0
782,89,1,0,0.012,0.043000001,0,0,1,0
783,89,1,0,0.030999999,0.028000001,1,0,0,0
784,89,1,0,0.041999999,0.034000002,0,0,0,0
785,89,1,0,0.021,0.034000002,0,0,1,0
786,89,1,0,0.017999999,0.041999999,0,0,0,0
787,90,1,0,0.033,0.048,1,0,0,0
788,90,1,0,0.025,0.035,0,0,1,0
789,90,1,0,0.029999999,0.048,0,0,1,0
790,90,1,0,0.027000001,0.048,0,0,1,0
791,90,1,0,0.021,0.028000001,0,0,0,0
792,90,1,0,0.003,0.028000001,0,0,0,0
793,90,1,0,0.034000002,0.028000001,0,0,0,0
794,90,1,0,0.046,0.041000001,0,0,1,1
795,90,1,0,0.012,0.043000001,0,0,1,0
796,90,1,0,0.021,0.034000002,0,0,0,0
797,90,1,0,0.041999999,0.041000001,0,0,0,0
798,91,1,0,0.028000001,0.035999998,0,0,0,0
799,91,1,0,0.022,0.034000002,0,0,0,0
800,91,1,0,0.028000001,0.037,0,0,0,0
801,91,1,0,0.030999999,0.030999999,0,0,0,0
802,91,1,0,0.021,0.030999999,0,0,0,0
803,91,1,0,0.035,0.028000001,0,1,0,0
804,91,1,0,0.022,0.034000002,0,0,0,0
805,92,1,0,0.052000001,0.037,0,0,0,0
806,92,1,0,0.046999998,0.029999999,0,0,0,0
807,92,1,0,0.039000001,0.029999999,0,0,0,0
808,92,1,0,0.030999999,0.030999999,0,0,0,0
809,92,1,0,0.046,0.034000002,0,0,0,0
810,92,1,0,0.050000001,0.034000002,0,0,0,0
811,92,1,0,0.046,0.037,0,0,0,0
812,92,1,0,0.039000001,0.037,0,0,0,0
813,92,1,0,0.052999999,0.037,0,0,0,0
814,92,1,0,0.035999998,0.037,1,0,0,0
815,93,1,0,0.028000001,0.037,0,0,0,0
816,93,1,0,0.017999999,0.034000002,1,0,0,0
817,93,1,0,0.027000001,0.029999999,1,0,0,0
818,93,1,0,0.037,0.029999999,0,0,0,0
819,93,1,0,0.030999999,0.030999999,0,0,0,0
820,93,1,0,0.037,0.028000001,0,0,0,0
821,93,1,0,0.030999999,0.037,1,0,0,0
822,94,1,0,0.033,0.048,0,0,0,0
823,94,1,0,0.033,0.048,0,0,0,0
824,94,0,1,0.041666667,0.039999999,0,0,0,0
825,94,1,0,0.024,0.048,0,0,0,0
826,94,1,0,0.024,0.048,0,0,0,0
827,94,1,0,0.039000001,0.048,0,0,1,0
828,94,1,0,0.029999999,0.048,0,0,1,0
829,94,1,0,0.029999999,0.048,0,0,1,0
830,94,1,0,0.027000001,0.048999999,0,0,0,0
831,94,1,0,0.029999999,0.041000001,0,0,0,1
832,94,0,1,0.041999999,0.041000001,0,0,0,1
833,94,1,0,0.046,0.041000001,0,0,0,1
834,94,1,0,0.029999999,0.041000001,0,0,0,1
835,94,1,0,0.012,0.041000001,0,0,1,0
836,94,1,0,0.012,0.043000001,0,0,1,0
837,94,1,0,0.029999999,0.041000001,0,0,0,0
838,94,0,1,0.043666667,0.034000002,0,0,0,0
839,94,1,0,0.032000002,0.043000001,0,0,0,0
840,94,1,0,0.032000002,0.041000001,0,0,1,0
841,94,1,0,0.032000002,0.041000001,0,0,0,0
842,94,1,0,0.015,0.041000001,0,0,1,0
843,94,1,0,0.015,0.041000001,0,0,1,0
844,95,1,0,0.028000001,0.035999998,0,0,0,0
845,95,1,0,0.041000001,0.037,1,0,0,0
846,95,1,0,0.037,0.037,0,0,0,0
847,95,1,0,0.041999999,0.034000002,0,0,0,0
848,95,1,0,0.041000001,0.035,0,0,1,0
849,95,1,0,0.052999999,0.037,0,0,0,0
850,96,1,0,0.025,0.035999998,0,0,0,0
851,96,1,0,0.021,0.028000001,0,0,0,0
852,96,1,0,0.029999999,0.035,0,0,0,0
853,96,1,0,0.021,0.035,0,0,1,0
854,96,1,0,0.028000001,0.030999999,0,0,0,0
855,97,0,1,0.044,0.034000002,0,0,0,0
856,97,1,0,0.052000001,0.037,0,0,0,0
857,97,1,0,0.052999999,0.030999999,0,0,0,0
858,97,1,0,0.052999999,0.030999999,0,0,0,0
859,97,1,0,0.034000002,0.028000001,0,1,0,0
860,97,1,0,0.034000002,0.028000001,0,0,0,0
861,97,1,0,0.050000001,0.026000001,0,0,0,0
862,98,1,0,0.033,0.046,0,0,0,0
863,98,1,0,0.029999999,0.048,0,0,1,0
864,98,1,0,0.046,0.048,0,0,1,0
865,98,1,0,0.027000001,0.048999999,0,0,0,0
866,98,1,0,0.046,0.041000001,0,0,1,1
867,98,1,0,0.012,0.041000001,0,0,1,0
868,98,1,0,0.012,0.041000001,0,0,1,0
869,98,1,0,0.048,0.041000001,0,0,0,0
870,98,1,0,0.032000002,0.041000001,0,0,1,0
871,98,1,0,0.032000002,0.041000001,0,0,1,0
872,98,1,0,0.032000002,0.041000001,0,0,1,0
873,99,1,0,0.037,0.035,0,0,0,0
874,99,1,0,0.037,0.034000002,0,0,0,0
875,99,1,0,0.030999999,0.037,0,0,0,0
876,99,1,0,0.030999999,0.037,0,0,0,0
877,99,0,1,0.041666668,0.033,0,0,0,1
878,99,1,0,0.030999999,0.037,0,0,0,0
879,99,1,0,0.034000002,0.030999999,0,0,0,0
880,100,1,0,0.039000001,0.041000001,0,0,0,0
881,100,1,0,0.034000002,0.030999999,0,0,0,0
882,100,1,0,0.035,0.028000001,1,0,0,0
883,100,1,0,0.035,0.028000001,0,0,0,0
884,100,1,0,0.024,0.028000001,0,0,1,0
885,100,1,0,0.041999999,0.034000002,0,0,0,0
886,100,1,0,0.039000001,0.037,0,0,0,0
887,100,1,0,0.035,0.028000001,0,1,0,0
888,100,1,0,0.035,0.034000002,0,0,0,0
889,100,1,0,0.043000001,0.034000002,0,0,0,0
890,100,1,0,0.028000001,0.034000002,0,0,0,0
891,100,1,0,0.043000001,0.034000002,0,0,0,0
892,101,1,0,0.017999999,0.034000002,0,0,0,0
893,101,1,0,0.022,0.034000002,1,0,0,0
894,101,1,0,0.030999999,0.034000002,1,0,0,0
895,101,1,0,0.028000001,0.029999999,1,0,0,0
896,101,1,0,0.041999999,0.028000001,0,0,0,0
897,101,1,0,0.039000001,0.039999999,0,0,0,0
898,101,1,0,0.034000002,0.030999999,0,0,0,0
899,101,1,0,0.030999999,0.030999999,1,0,0,0
900,101,1,0,0.030999999,0.030999999,1,0,0,0
901,101,1,0,0.041999999,0.034000002,0,0,0,0
902,101,1,0,0.034000002,0.034000002,0,0,0,0
903,101,1,0,0.021,0.034000002,0,0,1,0
904,101,1,0,0.030999999,0.037,0,0,0,0
905,101,1,0,0.037,0.028000001,0,0,0,0
906,102,1,0,0.028000001,0.039999999,0,0,0,0
907,102,1,0,0.034000002,0.030999999,0,0,0,0
908,102,1,0,0.034000002,0.028000001,0,1,0,0
909,102,1,0,0.030999999,0.037,0,0,0,0
910,102,1,0,0.029999999,0.035,0,0,0,0
911,102,1,0,0.046999998,0.029999999,0,0,0,0
912,102,1,0,0.034000002,0.030999999,0,0,0,0
913,102,1,0,0.034000002,0.030999999,0,0,0,0
914,102,1,0,0.050000001,0.030999999,0,0,0,0
915,102,1,0,0.046999998,0.030999999,0,0,0,0
916,102,1,0,0.034000002,0.028000001,0,1,0,0
917,102,1,0,0.034000002,0.034000002,0,0,0,0
918,102,1,0,0.032000002,0.043000001,0,0,1,0
919,102,1,0,0.046,0.028000001,0,0,0,0
920,102,1,0,0.037,0.037,0,0,0,0
921,103,1,0,0.028000001,0.035999998,0,0,0,0
922,103,1,0,0.022,0.037,1,0,0,0
923,103,1,0,0.029999999,0.048,0,0,1,0
924,103,1,0,0.028000001,0.029999999,1,0,0,0
925,103,1,0,0.025,0.029999999,0,0,0,0
926,103,1,0,0.039000001,0.029999999,1,0,0,0
927,103,1,0,0.028000001,0.028000001,0,0,0,0
928,103,1,0,0.034000002,0.030999999,0,0,0,0
929,103,1,0,0.030999999,0.030999999,0,0,0,0
930,103,1,0,0.046999998,0.030999999,0,0,0,0
931,103,1,0,0.034000002,0.034000002,0,0,0,0
932,103,1,0,0.050000001,0.034000002,0,0,0,0
933,103,1,0,0.039000001,0.028999999,0,0,0,0
934,103,1,0,0.037,0.037,1,0,0,0
935,104,1,0,0.030999999,0.034000002,0,0,0,0
936,104,1,0,0.029999999,0.028999999,0,0,0,0
937,104,1,0,0.034000002,0.030999999,0,0,0,0
938,104,1,0,0.037,0.034000002,0,0,0,0
939,104,1,0,0.037,0.034000002,0,0,0,0
940,105,1,0,0.037,0.037,0,0,0,0
941,105,1,0,0.022,0.034000002,0,0,0,0
942,105,0,1,0.039333333,0.030999999,0,0,1,0
943,105,0,1,0.043666667,0.030999999,0,0,0,0
944,105,1,0,0.050000001,0.028000001,0,1,0,0
945,105,1,0,0.030999999,0.034000002,1,0,0,0
946,105,0,1,0.042,0.034000002,0,0,0,0
947,106,1,0,0.050000001,0.030999999,0,0,0,0
948,106,1,0,0.050000001,0.030999999,0,0,0,0
949,106,1,0,0.050000001,0.030999999,0,0,0,0
950,106,1,0,0.050000001,0.030999999,0,0,0,0
951,106,1,0,0.050000001,0.028000001,0,1,0,0
952,106,1,0,0.046,0.035,0,0,0,0
953,106,1,0,0.044,0.041000001,0,0,0,0
954,106,1,0,0.052000001,0.037,0,0,0,0
955,107,0,1,0.045,0.034000002,0,0,0,0
956,107,0,1,0.045,0.028000001,0,0,0,0
957,107,0,1,0.045,0.037,0,0,0,0
958,107,0,1,0.032333334,0.028000001,0,0,1,0
959,107,1,0,0.022,0.035,0,0,0,0
960,107,0,1,0.042333333,0.029999999,0,0,0,0
961,107,0,1,0.039666667,0.029999999,0,0,0,0
962,107,1,0,0.046,0.041000001,0,0,1,1
963,107,1,0,0.039000001,0.030999999,0,0,0,0
964,107,0,1,0.043666667,0.030999999,0,0,1,0
965,107,0,1,0.042000001,0.030999999,0,0,0,0
966,107,1,0,0.012,0.043000001,0,0,1,0
967,107,1,0,0.030999999,0.030999999,0,0,0,0
968,107,1,0,0.029999999,0.041000001,0,0,0,0
969,107,0,1,0.043000002,0.028000001,0,0,0,0
970,107,0,1,0.042666666,0.030999999,0,0,0,0
971,107,0,1,0.043666667,0.030999999,0,0,0,0
972,107,0,1,0.045000001,0.034000002,0,1,0,0
973,107,0,1,0.045666667,0.025,0,0,0,0
974,107,0,1,0.045666667,0.034000002,0,1,0,0
975,107,0,1,0.042000001,0.034000002,0,0,0,0
976,107,0,1,0.044666666,0.037,0,0,0,0
977,107,0,1,0.043333334,0.037,0,0,1,0
978,107,0,1,0.041333334,0.028000001,0,0,0,0
979,107,0,1,0.046666667,0.037,0,0,0,0
980,107,1,0,0.030999999,0.037,0,0,0,0
981,107,1,0,0.035999998,0.037,0,0,0,0
982,107,0,1,0.047333333,0.037,0,0,0,0
983,108,1,0,0.030999999,0.037,0,0,0,0
984,108,1,0,0.030999999,0.037,0,0,0,0
985,108,1,0,0.027000001,0.028000001,0,0,0,0
986,108,1,0,0.021,0.028000001,0,0,0,0
987,108,1,0,0.041999999,0.028000001,1,0,0,0
988,108,1,0,0.017999999,0.041999999,0,0,0,0
989,109,1,0,0.030999999,0.030999999,1,0,0,0
990,109,0,1,0.042333333,0.029999999,0,0,0,0
991,109,1,0,0.032000002,0.034000002,0,0,0,0
992,109,1,0,0.017999999,0.030999999,0,0,1,0
993,109,1,0,0.046999998,0.030999999,0,0,0,0
994,109,1,0,0.030999999,0.030999999,1,0,0,0
995,109,0,1,0.044666668,0.028000001,0,1,0,0
996,109,1,0,0.021,0.034000002,0,0,0,0
997,109,1,0,0.046,0.028000001,0,1,0,0
998,109,1,0,0.022,0.034000002,0,0,0,0
999,110,1,0,0.050000001,0.041000001,0,0,0,0
1000,110,1,0,0.034000002,0.033,0,0,0,0
1001,110,1,0,0.034000002,0.028000001,0,1,0,0
1002,110,1,0,0.034000002,0.028000001,0,0,0,0
1003,110,1,0,0.034000002,0.029999999,0,0,0,0
1004,110,1,0,0.035,0.028000001,0,1,0,0
1005,110,1,0,0.045000002,0.034000002,0,0,0,0
1006,111,1,0,0.037,0.034000002,0,0,0,0
1007,111,1,0,0.037,0.037,0,0,0,0
1008,111,1,0,0.050000001,0.029999999,0,0,0,0
1009,111,1,0,0.034000002,0.028000001,0,1,0,0
1010,111,1,0,0.050000001,0.030999999,0,0,0,0
1011,111,1,0,0.050000001,0.030999999,0,0,0,0
1012,111,1,0,0.050000001,0.034000002,0,0,0,0
1013,112,1,0,0.037,0.034000002,0,0,0,0
1014,112,1,0,0.037,0.037,0,0,0,0
1015,112,1,0,0.030999999,0.037,0,0,0,0
1016,112,1,0,0.030999999,0.034000002,0,0,0,0
1017,112,1,0,0.039000001,0.034000002,1,0,0,0
1018,112,1,0,0.029999999,0.029999999,0,0,0,0
1019,112,1,0,0.046999998,0.030999999,1,0,0,0
1020,112,1,0,0.034000002,0.030999999,0,0,0,0
1021,112,1,0,0.034000002,0.030999999,0,0,0,0
1022,112,1,0,0.034000002,0.030999999,0,0,0,0
1023,112,1,0,0.034000002,0.030999999,0,0,0,0
1024,112,1,0,0.034000002,0.030999999,0,0,0,0
1025,112,1,0,0.034000002,0.030999999,0,0,0,0
1026,112,1,0,0.034000002,0.028999999,0,0,0,0
1027,112,1,0,0.034000002,0.034000002,0,0,0,0
