OBS,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,FeatPrivate,FeatSunshine,FeatKeebler,FeatNabisco,DisplPrivate,DisplSunshine,DisplKeebler,DisplNabisco
612,1,0,0,0,0.549999952,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
613,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,1
614,1,0,0,0,0.549999952,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,1
615,1,0,0,0,0.549999952,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0
616,1,0,0,0,0.549999952,1.089999914,1.209999919,1.190000057,0,0,0,1,0,0,0,0
617,1,0,0,0,0.549999952,0.789999962,1.209999919,1.190000057,0,0,0,0,0,1,0,0
618,1,0,0,0,0.549999952,0.789999962,1.209999919,1.190000057,0,0,0,0,0,0,0,0
619,1,0,0,0,0.889999986,0.789999962,1.190000057,1.289999962,0,0,0,0,1,1,0,0
620,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,1,0,0,0,1,0,1
621,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,1
622,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
623,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
624,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,0
625,1,0,0,0,0.589999914,1.089999914,1.039999962,1.289999962,0,0,0,0,0,0,1,0
626,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,1
627,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,1
628,1,0,0,0,0.589999914,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0
629,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,0
630,0,0,0,1,0.680000007,0.959999979,1.389999986,1.089999914,0,0,0,0,0,0,0,0
631,1,0,0,0,0.589999914,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,1
632,0,1,0,0,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0
633,1,0,0,0,0.649999976,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,1,0
634,1,0,0,0,0.5,0.889999986,0.99000001,0.889999986,1,0,0,0,1,0,0,0
635,1,0,0,0,0.649999976,0.889999986,1.049999952,1.049999952,0,0,0,0,0,0,0,0
636,1,0,0,0,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,1
637,1,0,0,0,0.5,0.889999986,1.019999981,1.049999952,1,0,0,0,1,0,0,0
638,1,0,0,0,0.5,0.889999986,1.070000052,1.149999976,1,0,0,0,1,0,0,0
639,1,0,0,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,0,0,0,0,1,0
640,1,0,0,0,0.589999914,0.879999995,1.149999976,1.25,1,0,0,0,1,0,0,0
641,1,0,0,0,0.649999976,0.879999995,1.25,1.25,0,0,0,0,1,0,0,0
642,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
643,1,0,0,0,0.649999976,0.970000029,1.169999957,1.089999914,0,0,0,1,0,0,0,1
644,1,0,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
645,1,0,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,1
646,1,0,0,0,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,1,0,0,1
647,1,0,0,0,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,0,0,0,0,1
648,1,0,0,0,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0
649,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
650,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
651,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
652,0,0,0,1,0.649999976,0.789999962,1.049999952,0.889999986,0,0,0,1,0,0,0,1
653,0,0,0,1,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,0
654,0,0,0,1,0.649999976,0.789999962,1.019999981,0.889999986,0,1,0,1,0,1,0,1
655,0,0,0,1,0.649999976,0.889999986,1.019999981,0.889999986,0,0,0,0,0,0,0,1
656,0,0,0,1,0.5,0.889999986,1.070000052,1.149999976,1,0,0,0,1,0,0,0
657,0,0,0,1,0.649999976,0.889999986,0.99000001,1.149999976,0,0,1,0,0,1,1,0
658,0,0,0,1,0.599999964,0.889999986,0.99000001,1.149999976,0,0,0,0,0,1,1,0
659,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,0,0,1,0,0
660,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,0,0,0,0,1
661,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
662,0,0,0,1,0.599999964,0.970000029,1.149999976,0.74000001,0,0,0,0,0,0,0,0
663,0,0,0,1,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0
664,0,0,0,1,0.609999955,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0
665,0,0,0,1,0.599999964,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0
666,0,0,0,1,0.599999964,0.970000029,0.99000001,1.25,0,0,1,0,0,0,1,0
667,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
668,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
669,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
670,0,0,0,1,0.599999964,0.970000029,1.089999914,1.089999914,0,0,0,1,0,0,0,0
671,0,0,0,1,0.599999964,0.970000029,1.089999914,1.089999914,0,0,0,0,0,0,0,0
672,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
673,0,0,0,1,0.839999914,1.089999914,1.209999919,0.99000001,0,0,0,0,0,0,0,1
674,0,0,0,1,0.959999979,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
675,0,0,0,1,0.959999979,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,1,1
676,0,0,0,1,0.959999979,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,1,1
677,0,0,0,1,0.680000007,1.190000057,1.25,0.889999986,0,0,0,0,0,0,0,1
678,0,0,0,1,0.959999979,1.289999962,1.039999962,1.289999962,0,0,0,0,1,0,0,0
679,0,0,0,1,0.680000007,1.089999914,1.25,1.289999962,0,0,0,0,0,0,0,0
680,0,0,0,1,0.709999979,0.980000019,0.879999995,1.199999928,0,0,0,0,0,0,0,0
681,0,0,0,1,0.709999979,0.689999998,1.089999914,1.089999914,0,0,0,0,0,1,0,1
682,0,0,0,1,0.709999979,0.99000001,0.99000001,0.99000001,0,0,0,0,0,0,0,1
683,0,0,0,1,0.779999912,0.589999914,1.089999914,0.889999986,0,0,0,0,0,1,0,0
684,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
685,0,0,0,1,0.680000007,0.959999979,1.190000057,1.190000057,0,0,0,0,0,0,0,0
686,0,0,0,1,0.779999912,0.889999986,1.190000057,0.99000001,0,0,0,0,0,0,0,0
687,0,0,0,1,0.649999976,0.879999995,1.149999976,1.25,0,0,0,0,0,0,0,1
688,0,0,0,1,0.639999986,0.789999962,1.209999919,1.190000057,0,0,0,0,0,0,0,0
689,0,0,0,1,0.779999912,0.789999962,1.209999919,1.089999914,0,1,0,0,0,1,0,1
690,0,0,0,1,0.959999979,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,1
691,0,0,0,1,0.789999962,0.980000019,1.129999995,1.089999914,0,0,0,0,0,0,0,0
692,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
693,0,0,0,1,0.819999933,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,1
694,0,0,0,1,0.789999962,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0
695,0,0,0,1,0.709999979,0.689999998,0.879999995,1.089999914,0,0,0,0,0,0,0,0
696,0,0,0,1,0.680000007,0.959999979,1.190000057,0.789999962,0,0,0,0,0,0,0,0
697,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0
698,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
699,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
700,0,0,0,1,0.709999979,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0
701,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
702,0,0,0,1,0.680000007,0.959999979,1.289999962,1.049999952,0,0,0,0,0,0,0,0
703,0,0,0,1,0.779999912,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
704,0,1,0,0,0.579999924,0.879999995,1.089999914,1.049999952,0,0,0,0,0,1,0,0
705,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
706,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,1
707,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
708,0,0,0,1,0.789999962,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
709,0,0,0,1,0.859999955,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
710,0,0,0,1,0.839999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
711,0,0,0,1,0.859999955,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,1
712,0,0,0,1,0.819999933,1.089999914,1.209999919,0.99000001,0,0,0,0,0,0,1,0
713,0,0,0,1,0.789999962,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0
714,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
715,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,1
716,1,0,0,0,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
717,1,0,0,0,0.889999986,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0
718,1,0,0,0,0.889999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
719,1,0,0,0,0.889999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
720,1,0,0,0,0.649999976,0.789999962,1.019999981,1.049999952,0,0,0,0,0,0,0,0
721,1,0,0,0,0.889999986,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0
722,0,0,0,1,0.680000007,0.99000001,1.079999924,0.889999986,0,0,0,1,0,0,0,0
723,1,0,0,0,0.689999998,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0
724,1,0,0,0,0.889999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
725,1,0,0,0,0.889999986,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
726,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,1,0,0,1
727,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
728,1,0,0,0,0.889999986,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
729,1,0,0,0,0.730000019,1.089999914,1.349999905,1.289999962,0,0,0,0,0,0,0,0
730,1,0,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
731,1,0,0,0,1.149999976,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
732,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,0
733,0,0,0,1,0.889999986,1.190000057,1.199999928,1.089999914,0,0,0,0,0,0,0,0
734,0,0,0,1,0.680000007,1.190000057,1.25,0.889999986,0,0,0,0,0,0,0,1
735,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
736,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,1,1
737,0,0,0,1,0.609999955,0.689999998,1.089999914,0.789999962,0,1,0,0,0,0,0,1
738,0,0,0,1,0.619999945,0.789999962,1.039999962,0.889999986,0,1,0,1,1,0,0,0
739,0,0,0,1,0.609999955,0.789999962,0.99000001,1.190000057,0,0,1,0,0,0,1,0
740,0,0,0,1,0.529999912,0.789999962,1.149999976,0.99000001,1,0,0,0,0,0,1,0
741,0,0,0,1,0.609999955,0.879999995,0.99000001,1.190000057,0,1,1,0,0,0,0,0
742,0,0,0,1,0.609999955,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,1
743,0,0,0,1,0.609999955,0.970000029,1.289999962,0.74000001,0,0,0,0,0,0,1,1
744,0,0,0,1,0.609999955,1.029999971,1.289999962,1.089999914,0,0,0,0,0,0,0,0
745,0,0,0,1,0.579999924,1.049999952,1.190000057,1.049999952,0,0,0,0,1,0,0,0
746,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,0
747,0,0,0,1,0.609999955,1.049999952,1.289999962,1.25,0,0,0,0,0,0,1,0
748,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0
749,0,0,0,1,0.709999979,0.689999998,0.879999995,1.199999928,0,0,0,0,0,0,0,0
750,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0
751,0,0,0,1,0.649999976,0.789999962,1.049999952,0.889999986,0,0,0,1,0,0,0,1
752,0,0,0,1,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,0
753,0,0,0,1,0.649999976,0.889999986,1.019999981,0.889999986,0,0,0,1,0,1,0,1
754,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
755,0,1,0,0,0.649999976,0.889999986,1.070000052,1.149999976,0,0,0,0,0,0,0,0
756,0,0,1,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,1,0,0,1,1,0
757,0,0,0,1,0.709999979,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0
758,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
759,0,0,1,0,0.779999912,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
760,0,1,0,0,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
761,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
762,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,1,0,0,0,0
763,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,0
764,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
765,1,0,0,0,0.549999952,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,1
766,0,0,1,0,0.599999964,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0
767,0,1,0,0,0.779999912,0.789999962,1.209999919,1.089999914,0,0,0,0,0,1,0,1
768,0,0,0,1,0.579999924,0.879999995,0.980000019,1.079999924,0,0,0,0,0,0,1,1
769,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
770,0,0,0,1,0.599999964,0.970000029,1.089999914,1.089999914,0,0,0,1,0,0,0,0
771,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
772,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
773,1,0,0,0,1.049999952,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
774,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
775,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
776,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
777,0,0,0,1,0.629999995,0.930000007,1.190000057,1,0,0,0,0,1,0,0,0
778,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,0,0,1,0
779,1,0,0,0,1.149999976,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,1,1
780,0,0,0,1,0.629999995,0.930000007,1.119999886,1.190000057,0,0,0,0,1,0,1,0
781,0,0,0,1,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
782,0,0,0,1,0.819999933,0.949999988,1.25,0.99000001,0,0,0,0,0,0,0,0
783,0,0,0,1,0.639999986,0.930000007,1.119999886,1.190000057,0,0,0,0,0,0,0,0
784,1,0,0,0,0.889999986,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0
785,1,0,0,0,0.789999962,0.949999988,1.039999962,0.99000001,0,0,0,0,1,0,0,0
786,1,0,0,0,0.379999995,1.23999989,1.049999952,0.980000019,1,0,0,0,1,0,0,0
787,0,0,0,1,0.959999979,1.289999962,1.039999962,1.179999828,0,0,0,0,1,0,0,1
788,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
789,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,1,0
790,0,0,0,1,0.5,0.889999986,0.99000001,0.889999986,1,0,0,0,1,0,0,1
791,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
792,0,0,0,1,0.649999976,0.789999962,1.049999952,0.889999986,0,0,0,1,0,1,0,1
793,0,0,0,1,0.649999976,0.789999962,1.049999952,0.889999986,0,0,0,0,0,0,0,1
794,0,0,0,1,0.649999976,0.789999962,1.019999981,1.049999952,0,0,0,0,0,0,0,0
795,1,0,0,0,0.5,0.889999986,1.070000052,1.149999976,1,0,0,0,1,0,0,0
796,0,0,0,1,0.599999964,0.889999986,0.99000001,1.149999976,0,0,0,0,0,1,1,0
797,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,1,0,0,0,1
798,0,0,1,0,0.599999964,0.879999995,0.99000001,1.149999976,0,0,0,0,0,0,0,1
799,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
800,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
801,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
802,0,0,0,1,0.599999964,0.970000029,0.99000001,1.25,0,0,1,0,0,0,1,0
803,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,1,0
804,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
805,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
806,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
807,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
808,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
809,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,1,0,0,1
810,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,0,0,1,0
811,0,0,0,1,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,1,1
812,0,0,0,1,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
813,1,0,0,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0
814,0,0,0,1,0.639999986,1.23999989,1.049999952,1.190000057,0,0,0,0,0,0,0,0
815,0,0,0,1,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
816,0,0,0,1,0.649999976,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,0
817,0,0,0,1,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0
818,0,0,0,1,0.5,0.889999986,0.99000001,0.889999986,1,0,0,0,1,0,0,1
819,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
820,0,0,0,1,0.649999976,0.689999998,1.049999952,0.889999986,0,1,0,0,0,1,0,1
821,0,0,0,1,0.599999964,0.889999986,0.99000001,1.149999976,0,0,0,0,0,1,1,0
822,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,1,0,0,0,1
823,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
824,0,0,0,1,0.569999933,0.970000029,1.149999976,1.089999914,1,0,0,1,1,0,0,0
825,0,0,0,1,0.599999964,0.970000029,0.99000001,1.25,0,0,1,0,0,0,1,0
826,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0
827,0,0,0,1,0.599999964,0.970000029,1.089999914,1.089999914,0,0,0,0,1,0,1,1
828,0,0,0,1,0.5,1.049999952,1.25,0.99000001,1,0,0,0,1,0,0,1
829,0,0,0,1,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,1,1
830,0,0,0,1,0.589999914,1.049999952,0.99000001,1.289999962,0,0,1,0,0,0,1,0
831,0,0,0,1,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
832,0,0,0,1,0.959999979,1.289999962,1.039999962,1.179999828,0,0,0,0,1,0,0,1
833,1,0,0,0,0.549999952,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0
834,0,0,0,1,0.589999914,0.680000007,0.879999995,0.879999995,0,0,0,1,0,1,0,1
835,0,1,0,0,0.680000007,0.689999998,0.879999995,1.059999824,0,0,0,0,0,1,0,0
836,0,0,0,1,0.680000007,0.849999964,1.079999924,0.889999986,0,0,0,0,0,1,0,1
837,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0
838,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
839,1,0,0,0,0.889999986,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0
840,1,0,0,0,0.549999952,0.980000019,1.049999952,1.089999914,0,0,0,0,0,0,0,0
841,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
842,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
843,1,0,0,0,0.720000029,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
844,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,1,0
845,0,0,0,1,0.779999912,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0
846,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
847,1,0,0,0,0.889999986,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
848,0,0,0,1,0.779999912,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
849,0,0,0,1,0.639999986,0.980000019,1.209999919,1.190000057,0,0,0,0,1,0,0,1
850,1,0,0,0,0.619999945,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
851,0,0,1,0,0.680000007,1.089999914,1.190000057,1.089999914,0,0,0,1,0,0,1,0
852,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
853,0,0,0,1,0.680000007,0.789999962,1.23999989,0.99000001,0,1,0,1,0,1,0,0
854,0,0,0,1,0.959999979,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
855,1,0,0,0,0.889999986,0.949999988,1.190000057,1.289999962,0,0,0,0,0,0,0,1
856,0,0,1,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,1,0,0,0,1,0
857,0,0,0,1,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
858,1,0,0,0,0.789999962,1.089999914,1.039999962,0.99000001,0,0,0,0,1,0,0,0
859,1,0,0,0,1.149999976,0.949999988,1.039999962,1.2299999,0,0,0,0,1,0,0,0
860,1,0,0,0,1.149999976,1.289999962,1.039999962,1.2299999,0,0,0,0,1,0,0,0
861,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0
862,1,0,0,0,0.549999952,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,0
863,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
864,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0
865,0,1,0,0,0.609999955,0.889999986,1.039999962,0.99000001,0,0,0,0,0,1,0,1
866,1,0,0,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,1,0,0,0,1,0
867,1,0,0,0,0.549999952,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0
868,1,0,0,0,0.549999952,0.789999962,1.209999919,1.190000057,0,0,0,0,0,1,0,0
869,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
870,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,1
871,1,0,0,0,0.649999976,0.970000029,1.169999957,1.089999914,0,0,0,1,0,0,0,1
872,1,0,0,0,0.589999914,0.980000019,1.129999995,1.109999895,0,0,0,0,0,0,0,0
873,0,0,0,1,0.910000026,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,0
874,1,0,0,0,0.589999914,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0
875,1,0,0,0,0.589999914,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0
876,1,0,0,0,0.789999962,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0
877,1,0,0,0,0.589999914,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,1
878,0,0,0,1,0.589999914,0.930000007,0.879999995,0.959999979,0,0,0,0,0,0,0,0
879,0,0,0,1,0.589999914,0.579999924,0.879999995,0.879999995,0,1,0,0,0,1,0,0
880,0,0,0,1,0.589999914,0.680000007,0.879999995,0.879999995,0,0,0,1,0,1,0,1
881,0,0,0,1,0.589999914,0.779999912,0.879999995,0.879999995,0,0,0,0,0,1,0,1
882,0,0,0,1,0.589999914,0.779999912,0.879999995,0.879999995,0,0,0,0,0,1,0,0
883,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,1
884,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
885,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
886,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
887,0,0,0,1,0.589999914,0.920000017,0.980000019,0.879999995,0,0,0,0,0,1,0,0
888,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
889,0,0,0,1,0.589999914,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,0,0
890,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
